STATION,NAME,DATE,PRCP
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/12/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/13/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/14/2019,0.29
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/15/2019,0.11
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/16/2019,0.1
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/17/2019,0.46
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/20/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/21/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/22/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/23/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/24/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/25/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/26/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/27/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/28/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/29/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/30/2019,0.68
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/31/2019,0.15
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/10/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/11/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/12/2020,0.37
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/13/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/14/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/15/2020,0.06
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/16/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/17/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/18/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/19/2020,0.25
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/20/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/21/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/22/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/23/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/24/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/25/2020,1.54
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/26/2020,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/27/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/28/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/29/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/30/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/31/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/1/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/2/2020,0.07
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/3/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/4/2020,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/5/2020,0.03
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/6/2020,0.14
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/7/2020,1.04
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/8/2020,0.75
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/9/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/10/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/11/2020,0.84
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/12/2020,0.11
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/13/2020,0.24
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/14/2020,0.18
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/21/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/22/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/23/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/24/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/25/2020,0.08
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/26/2020,0.19
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/27/2020,0.24
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/28/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/29/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/1/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/2/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/3/2020,0.09
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/4/2020,0.07
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/5/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/6/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/7/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/8/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/10/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/11/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/12/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/13/2020,0.23
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/14/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/15/2020,0.21
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/16/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/17/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/18/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/20/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/21/2020,0.1
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/22/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/23/2020,0.17
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/24/2020,0.24
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/25/2020,0.06
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/26/2020,0.25
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/27/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/28/2020,0.33
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/29/2020,0.16
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/30/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/31/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/1/2020,0.18
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/2/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/4/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/5/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/6/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/7/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/8/2020,0.28
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/9/2020,0.12
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/10/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/11/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/12/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/13/2020,1.43
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/14/2020,0.8
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/15/2020,0.4
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/16/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/17/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/18/2020,0.04
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/19/2020,0.04
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/20/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/21/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/22/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/23/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/24/2020,1.05
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/25/2020,0.07
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/26/2020,0.32
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/27/2020,0.2
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/28/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/29/2020,0.04
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/30/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/1/2020,1.15
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/2/2020,0.05
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/3/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/4/2020,1.49
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/5/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/6/2020,0.35
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/7/2020,0.18
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/8/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/9/2020,0.14
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/10/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/11/2020,0.03
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/12/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/13/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/14/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/15/2020,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/16/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/17/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/18/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/19/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/20/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/21/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/22/2020,0.07
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/23/2020,0.46
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/24/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/25/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/27/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/28/2020,0.06
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/29/2020,0.1
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/30/2020,0.03
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/1/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/2/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/3/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/4/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/5/2020,1.13
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/6/2020,0.74
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/7/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/8/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/10/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/11/2020,0.17
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/12/2020,0.19
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/13/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/14/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/15/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/16/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/17/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/18/2020,0.91
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/19/2020,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/20/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/21/2020,0.49
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/22/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/23/2020,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/24/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/25/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/26/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/27/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/28/2020,0.22
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/29/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/30/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/1/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/2/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/3/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/4/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/5/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/6/2020,0.22
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/7/2020,3.12
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/8/2020,0.09
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/9/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/10/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/11/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/12/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/13/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/14/2020,0.16
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/15/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/16/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/17/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/18/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/19/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/20/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/21/2020,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",7/22/2020,0.53
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/3/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/4/2020,1.66
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/5/2020,1.29
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/6/2020,0.47
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/7/2020,0.07
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/8/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/9/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/10/2020,0.08
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/11/2020,0.18
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/12/2020,0.24
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/13/2020,0.03
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/14/2020,0.98
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/15/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/16/2020,1.22
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/17/2020,0.06
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/18/2020,0.5
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/19/2020,0.09
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/20/2020,0.25
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/21/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/22/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/23/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/24/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/25/2020,0.1
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/26/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/27/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/28/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/29/2020,1.55
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/30/2020,0.41
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/31/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/1/2020,0.58
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/2/2020,0.08
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/28/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/29/2020,0.04
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/30/2020,0.27
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/1/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/2/2020,0.1
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/3/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/4/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/5/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/6/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/7/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/8/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/9/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/10/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/11/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/12/2020,1.45
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/13/2020,0.21
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/14/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/15/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/16/2020,0.05
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/17/2020,0.16
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/18/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/19/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/20/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/21/2020,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/22/2020,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/23/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/24/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/25/2020,0.38
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/26/2020,0.19
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/27/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/28/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/29/2020,0.48
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/30/2020,1.95
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/31/2020,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/1/2020,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/2/2020,0.54
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/3/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/4/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/5/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/6/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/7/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/8/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/9/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/10/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/11/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/12/2020,2.37
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/13/2020,0.25
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/14/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/15/2020,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/16/2020,0.24
